,text,category,toxicity_score,severe_toxicity_score,identity_attack_score,profanity_score,sexually_explicit_score,inflammatory_score,threat_score
547,on fire,gaming,0.2818683,0.13052036,0.09406002,0.13329595,0.09868536,0.099478394,0.602452
548,"10 You ’ re man , was on your face",gaming,0.2712817,0.18415712,0.14470902,0.19395094,0.25963268,0.20019603,0.3451116
549,mere 69 hi,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,What if turn another,gaming,0.02054715,0.022612957,0.030708333,0.041319616,0.096969925,0.120028906,0.08903271
551,x out,gaming,0.13521013,0.039322775,0.077517495,0.09432506,0.24185205,0.06795678,0.09788111
552,""" I trust you with my life , but I don ' t trust you with my heart """,gaming,0.035306264,0.105254576,0.10521488,0.16284828,0.15062493,0.13784626,0.26698336
553,The home of the great and ... Unfortunately the is not open for due to construction of new stand ....,gaming,0.012217224,0.025108017,0.048126243,0.020182097,0.025151355,0.14216834,0.045544434
554,""" The club ' s president confirmed they ' re keen on the captain , 37 , in a surprise move . reportedly to leave Old this summer and would prefer a move to a League club ."" forte .",gaming,0.015132698,0.016895683,0.021905769,0.015721109,0.013108927,0.34706694,0.03099425
555,Average fan . is a striker is a winger . ur goat tho,gaming,0.40636617,0.28639936,0.18681985,0.3532285,0.15838227,0.46692866,0.14606263
556,How in the world is finished ? This is why La ’ t get the props it . been incredible for - in the they would promote him like crazy .,gaming,0.39230084,0.07171069,0.06767443,0.16284023,0.0656049,0.5082755,0.062342394
557,Don ’ t disrespect like that . He is one of football ’ s modern .,gaming,0.05493369,0.031597298,0.044023752,0.035127502,0.03285506,0.5680319,0.054296542
558,"No I ’ m my opinion , someone who by a finished ’ t be in the dor",gaming,0.11729682,0.10005289,0.09528899,0.13315417,0.11016787,0.3334925,0.24250126
559,your top scorer ? is 3rd top scorer of the entire league ? With most ? Many too ?,gaming,0.014716201,0.0240724,0.042846154,0.024132159,0.040647138,0.18451943,0.069955066
560,getting by,gaming,0.030327583,0.015547066,0.025448041,0.026142513,0.041891668,0.077967465,0.067156084
561,"Coming soon , , in a terrible spiritual successor of Little alongside an assortment of",gaming,0.20816301,0.039594907,0.06340758,0.03938356,0.017519724,0.36143422,0.07138335
562,"Coming this Summer , , in a sweaty of i Robot alongside . Blobby",gaming,0.15246986,0.09306561,0.10837914,0.109861486,0.16800003,0.14287269,0.18683787
563,…,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,"This Fall , , in a forgettable sequel of Chicken Run alongside a broken fire alarm",gaming,0.0717155,0.07752443,0.045426536,0.057494443,0.03322879,0.34651622,0.30936185
565,.,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,7 / & ;& ;& ;& ;& ;,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,Lost Croc,gaming,0.12760067,0.013119171,0.048220754,0.022129381,0.026737435,0.18132615,0.048020795
570,Radio Currently - -,gaming,0.017909339,0.10301249,0.19205545,0.10299067,0.10615891,0.08730753,0.23558941
571,r08 🤣🤣🤣 every game in whether it be in the or been taken apart just cause he can pocket on a warm afternoon dont make him world class 😭,gaming,0.076110736,0.04574727,0.06677846,0.08224718,0.12882285,0.04377394,0.09651203
572,Lambert Martin Glen Victor Oh and Sterling the list long 🤣🤣🤣,gaming,0.06332459,0.018468156,0.033458725,0.02686541,0.030919876,0.14121023,0.06514602
573,Hold on some of the dross went on to have decent + .. never ball that was the problem,gaming,0.39230084,0.109294295,0.13762397,0.1516156,0.17783101,0.43937492,0.14164893
574,201 Mere ate to lat ko ready h 🤣🤣🤣,gaming,0.119228795,0.26094678,0.1856393,0.30310968,0.28519243,0.070625514,0.5486981
575,We have to announce the of !!! Welcome .,gaming,0.05653196,0.020292072,0.025152005,0.02324966,0.03786518,0.13133915,0.08688561
576,"he really ' t , is mid",gaming,0.11472086,0.028640784,0.04637449,0.066143245,0.058438912,0.14892073,0.06570638
577,Don,gaming,0.018464668,0.014035148,0.018682055,0.028930506,0.042770647,0.05773574,0.053243805
578,wo wen partnership with less,gaming,0.1256687,0.08893396,0.1386851,0.14343664,0.1749825,0.19215018,0.12629637
579,"The this season will fun to watch , there ’ s so many amazing forwards in the league that will be fighting for , En - My money is on KB9",gaming,0.024318827,0.10390066,0.18355015,0.124884665,0.1215026,0.039805237,0.39812776
580,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,"This Holiday Season , , in a passable sequel of : Infinity War alongside the entire cast of South Park",gaming,0.03856816,0.078406245,0.103652716,0.08889821,0.06890897,0.43622985,0.4161027
582,"I had one ago , “ true love is an ”",gaming,0.0121478075,0.030544471,0.082475886,0.05343248,0.08608227,0.07425342,0.071426176
583,PLEASE,gaming,0.021796638,0.018012637,0.031402275,0.03779829,0.052165832,0.082940444,0.06729552
584,ist 56,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,"And we ’ finish off with the GOAT . , take a bow .",gaming,0.23803931,0.4827703,0.31456912,0.30805516,0.2225433,0.5680319,0.8566559
586,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,"is a guy I really to see play for a bigger club , preferably outside football , so we can avoid him",gaming,0.20376207,0.0689707,0.06480124,0.11182671,0.08756474,0.42916062,0.114289805
588,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,How many did score ?,gaming,0.014091457,0.0102411285,0.019478751,0.012247152,0.022325851,0.1168575,0.041134052
590,"mi Law Also 36 , 35 35 and past 35 35 35 till 37 - 38 i can go on and on . 33 is young for a striker today .",gaming,0.0765103,0.04253391,0.05169778,0.034216333,0.052459914,0.007410025,0.21137148
591,"Coming soon , , in a musical adaptation of of the alongside",gaming,0.043718524,0.018886605,0.029441752,0.02150295,0.024586312,0.058678847,0.052116178
592,The Bald of the ?,gaming,0.07371333,0.03050396,0.048444677,0.04713982,0.044964667,0.094913095,0.080482215
593,No & ; are better .. they play big in .. just in,gaming,0.06332459,0.009653378,0.012007113,0.008167248,0.019494966,0.19385979,0.020281859
594,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,they were talking about 😭,gaming,0.02655065,0.022873977,0.03773091,0.040162336,0.056819852,0.24801968,0.07456545
596,Aint no way you watch,gaming,0.10828095,0.031220248,0.046325527,0.040272493,0.044351403,0.14463493,0.089781575
597,?,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,"Massive barrier to entry in of user acquisition Much harder today than it used to be was the last / site ( ex China ) that got close to user growth w / o a massive budget At the odds y ' all are talking , I throw a grand on the other side , maybe 5k",politics,0.03839648,0.053253897,0.20148753,0.04994486,0.07017115,0.009810038,0.2699254
599,Go against the government rhetoric and you will get shut down ! This country is becoming more like China every day that goes by .,politics,0.22980565,0.06748993,0.21226701,0.02911358,0.02806057,0.63663423,0.15173922
600,🔴( Breaking ) The Truth about Bank of China ' s Central Branch - Refusing to Give People Their Money ( Chaos at the Bank ) via,politics,0.0789077,0.045259465,0.14662421,0.047314823,0.06520046,0.262438,0.11741042
601,"My live in 48 : ( 17 %), China ( 15 %)... Get your free map !",politics,0.089041,0.037862543,0.07754553,0.03718664,0.03281066,0.39843628,0.08901551
602,""" Anyone still screaming “ sovereign risk ” needs to ask themselves : “ Why is it for China to reserve urea , but not for to reserve gas ?”.""",politics,0.048868883,0.013916202,0.052959833,0.008288594,0.017717456,0.12928773,0.064713955
603,covid b . 5 ? 5th wave ? sigma ? covid = bad / dirty meat from ? new 5th wave in ? china still busy with omicron ? 4th wave ? mask mandate : many active covid people walking outside ? a lot of new cancer ? ?,politics,0.31682462,0.12575619,0.25955644,0.14984898,0.14195548,0.46397457,0.1132631
604,"China ’ s choice is to join with and other regional to adhere to the vision of peace , development , independence and inclusiveness , firmly uphold open regionalism and , by drawing experience and wisdom from and .",politics,0.009232334,0.0043809614,0.0064046895,0.0035093625,0.019027825,0.074934594,0.016519435
605,"spicer There is no evidence , by , that President funnel money , to China . A US President can sell oil . What , is covering up ? What conflict of interest ? Be specific . Opinion",politics,0.037194733,0.026569212,0.111569196,0.010454331,0.012362643,0.27129743,0.025125528
606,There ' s really no chance of any helping the US against China except for maybe their - so really helping the against the to be only be a strategic bad move carried out from cultural inertia of cold war Russia bad .,politics,0.12180476,0.07409884,0.24620059,0.041732617,0.043724902,0.5680319,0.2213304
607,New Research : Investigation of Mental Health Literacy and Status of During the Re - Outbreak of COVID - 19 in China : Introduction The current field of research on the impact of COVID - 19 on mental health was mostly …,politics,0.0070804367,0.022519019,0.08759258,0.013543224,0.022872424,0.283159,0.03230852
608,"Amid the about ' s strikingly colorful , here ' s a recent article about China ' s 2023 version of its kind in the Space competition ...🤔",politics,0.018464668,0.018285831,0.096742615,0.013646692,0.024568297,0.08111792,0.046744585
609,VENTURE Yeah in the first ever election where you ' t need ID to vote .. I wonder what sort of person it would take to stand up to that sort of ... I suppose the family and there corrupt with china is just another completely true story .. oh yeah it is,politics,0.263611,0.12668836,0.34695417,0.09439646,0.044572,0.5523882,0.113846734
610,"China will own all federal assets by then , maybe they ’ cut us a deal on",politics,0.026035614,0.0835703,0.211774,0.042184103,0.04291555,0.3910165,0.37963095
611,China search to spread propaganda,politics,0.17034957,0.06460959,0.23113874,0.088120915,0.107997105,0.43844086,0.15297611
612,"babe we ' re over , get the fine china",politics,0.16758743,0.04466518,0.13374682,0.05599664,0.06881094,0.26443076,0.11892153
613,China mass protest by bank demanding their life back,politics,0.08170467,0.075851224,0.27412158,0.048112,0.029737849,0.4124486,0.088877216
614,"Listen if you get on Truth Social , you need to do a RAID on this guy . He still ’ t gotten into his thick skull that China ’ t the enemy !",politics,0.35870504,0.26134714,0.2573112,0.08220709,0.13682821,0.86173284,0.6132021
615,How about and oil given to China ? what is a Woman and can only get pregnant wow are really going on a,politics,0.17587385,0.07341634,0.36578193,0.08337455,0.13337314,0.46383175,0.054355696
616,"on current , and China",politics,0.017492844,0.04202086,0.17577156,0.035503063,0.03676893,0.13282605,0.07991668
617,"I ’ m just that ’ t run . Four of ruined this country I ’ m that Trump can put this country back together again . My fear is that given China so many to this country oil from our reserve , military supply from & ; Air Base",politics,0.11021292,0.05210667,0.18442766,0.03499836,0.034412872,0.2971326,0.05661759
618,can you get people to talk about something memory from the start of covid . Remember when the media told us that people in china were dropping dead on the street from this virus . Why was that forgotten ?,politics,0.10828095,0.03842168,0.123075105,0.01585061,0.01696671,0.51342237,0.18172738
619,China : on international data - security assessment taking effect on 1 | by,politics,0.019714156,0.024850907,0.1256709,0.025034975,0.03110096,0.13883281,0.06835974
620,should today for China,politics,0.022074303,0.06643098,0.24732314,0.04555649,0.02809409,0.16211224,0.21593733
621,One of my of is the of an idiot like Bill to be its China correspondent rather than someone who actually China and its language / culture . should be able to explain like those in the above quote . He either 5 / 6,politics,0.7257758,0.44345358,0.42736968,0.5644163,0.05604452,0.8562321,0.08712588
622,""" whether they are speaking in or . Those who have lived and worked in China soon learn to ignore this brusque language , that it is not impoliteness ."" 4 / 6",politics,0.15568043,0.02889757,0.10864448,0.019239407,0.017631983,0.32426473,0.055422723
623,"* up literally any consumer product in my home * * it over , "" Made in China "" printed on back * "" Oh no , I ' done business with the government !""",politics,0.09548495,0.10238135,0.24736212,0.20443995,0.14232703,0.55883616,0.12137215
624,Air To Launch To China,politics,0.07091636,0.03792459,0.1719752,0.04257641,0.036632333,0.1420125,0.08257087
625,are churning out so much pork this year that it ’ s shaking up world for the meat,politics,0.16620636,0.08348772,0.08802683,0.12011535,0.18819362,0.17565331,0.19987103
626,is a pig him some china too so hey,politics,0.650189,0.47496185,0.58523935,0.4713614,0.18849795,0.8611687,0.23897895
627,", , Coca - Cola , industry , , , , Bill , , and . Are you in China ? You and for . Take control of your puppet in . Produce oil in the US . Not fair to the poor and middle - class !",politics,0.2835225,0.10953209,0.20518439,0.019561844,0.024381496,0.5680319,0.022711255
628,Air To Launch To China,politics,0.07091636,0.03792461,0.1719752,0.042576347,0.036632348,0.14201245,0.08257087
629,They can have her . Send big - mouth to China . Let him start up the .,politics,0.37647265,0.085017934,0.16952918,0.056429747,0.09005371,0.7798567,0.19917369
630,Most of my Twitter feed is so let me get this straight : is selling our strategic to a company in CHINA that a stake in ?????!,politics,0.09118898,0.09730404,0.21997765,0.10211709,0.12629019,0.31373763,0.24464738
631,Hey you all are siding with China ?? With everything that with Covid and The supply chain / semiconductor chip shortage and the Constant about communist China you would think y ’ all with side with ! Maybe this is why 🤷‍♀️,politics,0.22982925,0.046479337,0.19488047,0.019388916,0.01811364,0.62807274,0.09809427
632,It ' s so good to see this,politics,0.032387726,0.027523275,0.036761906,0.053347964,0.05829149,0.10747106,0.12493069
633,"SORRY . STOP PROJECTING YOU MEAN ' THE BIG GUY "" YOUR PARTY ' JOE blow MOB BOSS ' . WHO GAVE ' CHINA our EMERGENCY OIL .??? WHO ???????? WHO . ' JOE MOB BOSS ' . HUH ????????",politics,0.2712817,0.26513273,0.19673216,0.13825606,0.16554733,0.5680319,0.41685438
634,nancy Somewhere in inland China,politics,0.1250247,0.06603306,0.20970237,0.08499608,0.13186732,0.246488,0.10830348
635,"There are of millions of , and in China . They ' t murder people for atheism . For power .",politics,0.34575438,0.2630211,0.5261034,0.11897381,0.04896691,0.80831367,0.7308002
636,"TOTAL INCOMPETENCE : CHINA ' s strategy was clearly successful — from mid - March to mid - May , China its oil from 869 million to 926 million , according to . ' s oil , meanwhile , are in under .",politics,0.21539254,0.01184884,0.026900893,0.009942421,0.025430132,0.11400809,0.014614921
637,New Prime Minister ’ s China speech may please China - what a remarkably naive person . It she no clear understanding of the threat China to all in the Pacific . Treason comes to mind,politics,0.37221906,0.075190075,0.20493916,0.02474102,0.014888681,0.7653898,0.13982671
638,I ' m sick and tired of this Let us talk about ' s Family Crime in China and Where is the on it ?,politics,0.22687212,0.17032722,0.34117112,0.13373904,0.084396236,0.30750456,0.29643017
639,"May be for , "" China "" is more precise name than "" "". Remember Elaine Chao , his wife & ; corrupted ' s Secretary of Transportation who used her political office to benefit her China - based family ' s business ? Though he probably both",politics,0.2015616,0.08461981,0.29310495,0.042408153,0.030948738,0.34048772,0.03748325
640,Real Fly China the world,politics,0.052136723,0.04417212,0.16038136,0.045514304,0.051215954,0.33860794,0.11521999
